abstract,keyword,country
"Recent astrophysical mass inferences of compact stars (CSs) HESS J1731-347
and PSR J0952-0607, with extremely small and large masses respectively,
as well as the measurement of the neutron skin of Ca in the CREX experiment
challenge and constrain the models of dense matter. In this work, we examine
the concept of hybrid stars - objects containing quark cores surrounded by
nucleonic envelopes - as models that account for these new data along with
other (multimessenger) inferences. We employ a family of 81 nucleonic equations
of state (EoSs) based on covariant density functional with variable skewness
and slope of symmetry energy at saturation density and a constant speed-of-sound
EoS for quark matter. For each nucleonic EoS, a family of hybrid star EoS is
generated by varying the transition density from nucleonic to quark matter,
the density jump at the transition, and the speed-of-sound. These models are
tested against the data from GW170817 and J1731-347, which favor low-density
soft EoS and PSR J0592-0607 and J0740+6620, which require high-density stiff EoS.
We then examine the occurrence of twin configurations and quantify the ranges of
masses and radii that they can possess. It is shown that including J1731-347 data
favors EoS models which predict low-mass twin stars with masses
M≲1.3⁢M⊙less-than-or-similar-to𝑀1.3subscript𝑀direct-productM\lesssim 1.3\,M_{\odot}italic_M ≲ 1.3 italic_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT that can be realized if the deconfinement transition
density is low. If combined with a large speed-of-sound in quark matter such models
allow for maximum masses of hybrid stars in the range 2.02.02.02.0-2.6⁢M⊙2.6subscript𝑀direct-product2.6\,M_{\odot}2.6 italic_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT.","['Subject headings:', 'Compact objects (228);', 'Neutron stars (1108);', 'Nuclear astrophysics (1129);', 'High energy astrophysics (739)']",['alford@physics.wustl.edu']
"As the horizon of intelligent transportation expands with the evolution of Automated Driving Systems (ADS), ensuring paramount safety becomes more imperative than ever. Traditional risk assessment methodologies, primarily crafted for human-driven vehicles, grapple to adequately adapt to the multifaceted, evolving environments of ADS. This paper introduces a framework for real-time Dynamic Risk Assessment (DRA) in ADS, harnessing the potency of Artificial Neural Networks (ANNs).
Our proposed solution transcends these limitations, drawing upon ANNs, a cornerstone of deep learning, to meticulously analyze and categorize risk dimensions using real-time On-board Sensor (OBS) data. This learning-centric approach not only elevates the ADS’s situational awareness but also enriches its understanding of immediate operational contexts. By dissecting OBS data, the system is empowered to pinpoint its current risk profile, thereby enhancing safety prospects for onboard passengers and the broader traffic ecosystem.
Through this framework, we chart a direction in risk assessment, bridging the conventional voids and enhancing the proficiency of ADS.
By utilizing ANNs, our methodology offers a perspective, allowing ADS to adeptly navigate and react to potential risk factors, ensuring safer and more informed autonomous journeys.","['Index', 'Terms: ', 'Dynamic', 'Risk', 'Assessment,', 'Automated', 'Driving', 'System,', 'Artificial', 'Neural', 'Network']","['apatel@rptu.de', 'peter.liggesmeyer@rptu.de']"
"In this research, we delve into the localization patterns of fermionic fields within a braneworld setting, employing a modified gravity model denoted as f⁢(Q)𝑓𝑄f(Q)italic_f ( italic_Q ). Our investigation revolves around two specific models, f1⁢(Q)=Q+k⁢Qnsubscript𝑓1𝑄𝑄𝑘superscript𝑄𝑛f_{1}(Q)=Q+kQ^{n}italic_f start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT ( italic_Q ) = italic_Q + italic_k italic_Q start_POSTSUPERSCRIPT italic_n end_POSTSUPERSCRIPT and f2⁢(Q)=Q+k1⁢Q2+k2⁢Q3subscript𝑓2𝑄𝑄subscript𝑘1superscript𝑄2subscript𝑘2superscript𝑄3f_{2}(Q)=Q+k_{1}Q^{2}+k_{2}Q^{3}italic_f start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT ( italic_Q ) = italic_Q + italic_k start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT italic_Q start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT + italic_k start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_Q start_POSTSUPERSCRIPT 3 end_POSTSUPERSCRIPT
, where we systematically vary the parameters n𝑛nitalic_n and k1,2subscript𝑘12k_{1,2}italic_k start_POSTSUBSCRIPT 1 , 2 end_POSTSUBSCRIPT.
Through an in-depth analysis encompassing the effective potential, massless, and massive modes, we elucidate how deviations from the conventional symmetric teleparallel equivalent of general relativity (STEGR) gravity impact the localization of fermionic fields. To ensure greater precision, our methodology integrates probabilistic measures such as Shannon entropy and relative probability.
Moreover, we gauge the stability of these models employing differential configurational entropy (DCE), revealing a compelling correlation between the most stable configurations and the emergence of novel structures within the background scalar field.
This work significantly contributes to our understanding of the gravitational modifications’ intricate influence on fermionic field localization within braneworld scenarios. By shedding light on these dynamics, it advances the broader comprehension of the interplay between gravity modifications and fermionic field behaviors in these theoretical frameworks.","['f\u2062(Q)𝑓𝑄f(Q)italic_f ( italic_Q ) gravity;', 'Braneworld model;', 'Configurational entropy;', 'Fermion localization;', 'Shannon entropy.']","['China.', 'Brazil.', 'China.', 'Mexico.']"
"Deep reinforcement learning (DRL) remains challenging in tasks with sparse rewards. These sparse rewards often only indicate whether the task is partially or fully completed, meaning that many exploration actions must be performed before the agent obtains useful feedback. Hence, most existing DRL algorithms fail to learn feasible policies within a reasonable time frame. To overcome this problem, we develop an approach that exploits offline demonstration trajectories for faster and more efficient online RL in sparse reward settings. Our key insight is that by regarding offline demonstration trajectories as guidance, instead of imitating them, our method learns a policy whose state-action visitation marginal distribution matches that of offline demonstrations. Specifically, we introduce a novel trajectory distance based on maximum mean discrepancy (MMD) and formulate policy optimization as a distance-constrained optimization problem. Then, we show that this distance-constrained optimization problem can be reduced into a policy-gradient algorithm with shaped rewards learned from offline demonstrations. The proposed algorithm is evaluated on extensive discrete and continuous control tasks with sparse and deceptive rewards. The experimental results indicate that our proposed algorithm is significantly better than the baseline methods regarding diverse exploration and learning the optimal policy.","['Index', 'Terms: \ndeep reinforcement learning, sparse rewards, efficient exploration, offline demonstrations']","['wgj@buaa.edu.cn', 'faguo@buaa.edu.cn', 'xiao.zh@buaa.edu.cn']"
"An article usually includes an abstract, a concise summary of the work
covered at length in the main body of the article. It is used for
secondary publications and for information retrieval purposes.",['Suggested keywords'],"['[', 'address', 'address']"
"During solar flares, spectral lines formed in the photosphere have been shown to exhibit changes to their profiles despite the challenges of energy transfer to these depths. Recent work has shown that deep-forming spectral lines are subject to significant contributions from regions above the photosphere throughout the flaring period, resulting in a composite emergent intensity profile from multiple layers of the atmosphere. We employ radiative-hydrodynamic and radiative transfer calculations to simulate the response of the solar/stellar atmosphere to electron beam heating and synthesize spectral lines of Fe I to investigate the line-of-sight velocity fields information available from Doppler shifts of the emergent intensity profile. By utilizing the contribution function to deconstruct the line profile shape into its constituent sources, we show that variations in the line profiles are primarily caused by changes in the chromosphere. Up-flows in this region were found to create blueshifts or ”false” redshifts in the line core dependent on the relative contribution of the chromosphere compared to the photosphere. In extreme solar and stellar flare scenarios featuring explosive chromospheric condensations, red-shifted transient components can dominate the temporal evolution of the profile shape, requiring a tertiary component consideration to fully characterize. We conclude that deep-forming lines require a multi-component understanding and treatment, with different regions of the spectral line being useful for probing individual regions of the atmosphere’s velocity flows.","['Solar flares,', 'Solar photosphere,', 'Solar activity,', 'Radiative transfer simulations']","['UK', 'USA', 'USA', 'USA']"
"Help-seeking is a critical way that students learn new concepts, acquire new skills, and get unstuck when problem-solving in their computing courses. The recent proliferation of generative AI tools, such as ChatGPT, offers students a new source of help that is always available on-demand. However, it is unclear how this new resource compares to existing help-seeking resources along dimensions of perceived quality, latency, and trustworthiness. In this paper, we investigate the help-seeking preferences and experiences of computing students now that generative AI tools are available to them. We collected survey data (n=47) and conducted interviews (n=8) with computing students. Our results suggest that although these models are being rapidly adopted, they have not yet fully eclipsed traditional help resources. The help-seeking resources that students rely on continue to vary depending on the task and other factors. Finally, we observed preliminary evidence about how help-seeking with generative AI is a skill that needs to be developed, with disproportionate benefits for those who are better able to harness the capabilities of LLMs. We discuss potential implications for integrating generative AI into computing classrooms and the future of help-seeking in the era of generative AI.","['Generative', 'AI,', 'ChatGPT, computing education, help-seeking']","['PAUSA', 'PAUSA', 'PAUSA', 'PAUSA', 'PAUSA', 'States']"
"LinkedIn is the largest professional network in the world. As such, it can serve to build bridges between practitioners, whose daily work is software engineering (SE), and researchers, who work to advance the field of software engineering. We know that such a metaphorical bridge exists: SE research findings are sometimes shared on LinkedIn and commented on by software practitioners. Yet, we do not know what state the bridge is in. Therefore, we quantitatively and qualitatively investigate how SE practitioners and researchers approach each other via public LinkedIn discussions and what both sides can contribute to effective science communication. We found that a considerable proportion of LinkedIn posts on SE research are written by people who are not the paper authors (39%). Further, 71% of all comments in our dataset are from people in the industry, but only every second post receives at least one comment at all. Based on our findings, we formulate concrete advice for researchers and practitioners to make sharing new research findings on LinkedIn more fruitful.","['Science', 'Communication,', 'LinkedIn,', 'Software', 'Engineering,', 'Outreach,', 'Knowledge', 'Sharing,', 'Research', 'Impact,', 'Community', 'Engagement']","['UniversitySaarbrückenGermany', 'Netherlands']"
"Serverless computing has emerged as an attractive paradigm due to the efficiency of development and the ease of deployment without managing any underlying infrastructure. Nevertheless, serverless computing approaches face numerous challenges to unlock their full potential in hybrid environments. To gain a deeper understanding and firsthand knowledge of serverless computing in edge-cloud deployments, we review the current state of open-source serverless platforms and compare them based on predefined requirements. We then design and implement a serverless computing platform with a novel edge orchestration technique that seamlessly deploys serverless functions across the edge and cloud environments on top of the Knative serverless platform. Moreover, we propose an offloading strategy for edge environments and four different functions for experimentation and showcase the performance benefits of our solution. Our results demonstrate that such an approach can efficiently utilize both cloud and edge resources by dynamically offloading functions from the edge to the cloud during high activity, while reducing the overall application latency and increasing request throughput compared to an edge-only deployment.","['Serverless', 'Computing,', 'Edge-Cloud', 'Continuum,', 'Knative,', 'Offloading']","['Netherlands', 'Netherlands', 'Netherlands', 'Netherlands', 'Netherlands', 'Netherlands']"
"Recent X-ray studies of starburst galaxies have found that Charge eXchange (CX) commonly occurs between the outflowing hot plasma and cold gas, possibly from swept-up clouds.
However, the total CX flux and the regions where CX occurs have been poorly understood.
We present an analysis of the XMM-Newton observations of M82, a prototype starburst galaxy, aiming to investigate these key properties of the CX emisssion.
We have used a blind source separation method in the image analysis with the CCD data which identified a component with the enhanced O-K lines expected from the CX process.
Analyzing the RGS spectra from the region identified by the image analysis, we have detected a high forbidden-to-resonance ratio in the O vii Heα𝛼\alphaitalic_α triplet as well as several emission lines from K-shell transitions of C, N, and O enhanced in the CX process.
The CX is less responsible for the emission line of Ne and Mg and the accurate estimation of the CX contribution is confirmed to be crucial in measuring chemical abundances.
The temperature of the plasma as electron receiver in the CX process is significantly lower compared to that of the plasma components responsible for most of the X-rays.
From the low temperature and an estimation of the CX emitting volume, we find that the CX primarily occurs in a limited region at the interface of the plasma and gas whose temperature rapidly decreases due to thermal conduction.","['galaxies: individual (M82) – galaxies: starburst –', 'X-rays: galaxies']","['USA', 'USA', 'USA', 'USA', 'USA', 'USA']"
"Graph Neural Networks (GNNs) have achieved great success in Knowledge Graph Completion (KGC) by modelling how entities and relations interact in recent years. However, the explanation of the predicted facts has not caught the necessary attention. Proper explanations for the results of GNN-based KGC models increase model transparency and help researchers develop more reliable models.  Existing practices for explaining KGC tasks rely on instance/subgraph-based approaches, while in some scenarios, paths can provide more user-friendly and interpretable explanations. Nonetheless, the methods for generating path-based explanations for KGs have not been well-explored. To address this gap, we propose Power-Link, the first path-based KGC explainer that explores GNN-based models. We design a novel simplified graph-powering technique, which enables the generation of path-based explanations with a fully parallelisable and memory-efficient training scheme. We further introduce three new metrics for quantitative evaluation of the explanations, together with a qualitative human evaluation. Extensive experiments demonstrate that Power-Link outperforms the SOTA baselines in interpretability, efficiency, and scalability.","['Graph', 'Neural', 'Networks,', 'Knowledge', 'Graph', 'Completion,', 'Model', 'Transparency,', 'Model', 'Explanation']","['Ltd.BeijingChina', 'Kingdom', 'Kingdom', 'Kingdom', '(Guangzhou)GuangzhouChina']"
"This paper concerns the training of a single-layer morphological perceptron using disciplined convex-concave programming (DCCP). We introduce an algorithm referred to as K𝐾Kitalic_K-DDCCP, which combines the existing single-layer morphological perceptron (SLMP) model proposed by Ritter and Urcid with the weighted disciplined convex-concave programming (WDCCP) algorithm by Charisopoulos and Maragos. The proposed training algorithm leverages the disciplined convex-concave procedure (DCCP) and formulates a non-convex optimization problem for binary classification. To tackle this problem, the constraints are expressed as differences of convex functions, enabling the application of the DCCP package. The experimental results confirm the effectiveness of the K𝐾Kitalic_K-DDCCP algorithm in solving binary classification problems. Overall, this work contributes to the field of morphological neural networks by proposing an algorithm that extends the capabilities of the SLMP model.","['Index', 'Terms: ', 'Single-Layer', 'Morphological', 'Perceptron,', 'Disciplined', 'Convex-Concave', 'Programming,', 'Dendritic', 'Structures,', 'Binary', 'Classification,', 'Non-Convex', 'Optimization.']","['iarasilva@utfpr.edu.br', 'valle@ime.unicamp.br']"
"We report on studies of Classical Nova (CN) explosions where we follow the
evolution of thermonuclear runaways (TNRs) on oxygen-neon (ONe) white dwarfs (WDs).
Using NOVA, a one-dimensional hydrodynamic computer code, we accrete
Solar matter until the TNR is ongoing and then switch to a mixed composition. This approach is guided by the results of multi-dimensional studies of TNRs in WDs which find that sufficient mixing with WD core material occurs after the TNR is well underway, and levels of enrichment of the CNONeMg elements are reached that
agree with observations of CN ejecta abundances. Because the amount of accreted material is inversely proportional to the oxygen abundance,
by first accreting Solar matter, the amount of accreted material is larger than in those simulations with an initially enriched composition.
We vary the mass of the WD (from 0.6 M⊙direct-product{}_{\odot}start_FLOATSUBSCRIPT ⊙ end_FLOATSUBSCRIPT to 1.35 M⊙direct-product{}_{\odot}start_FLOATSUBSCRIPT ⊙ end_FLOATSUBSCRIPT) and the composition of the mixed materials. Our results show large enrichments of 77{}^{7}start_FLOATSUPERSCRIPT 7 end_FLOATSUPERSCRIPTBe in the ejected gases implying that ONe CNe and CO CNe  (Starrfield et al., 2020) may be responsible for a significant fraction (∼similar-to\sim∼ 100 M⊙direct-product{}_{\odot}start_FLOATSUBSCRIPT ⊙ end_FLOATSUBSCRIPT) of the galactic 77{}^{7}start_FLOATSUPERSCRIPT 7 end_FLOATSUPERSCRIPTLi (∼similar-to\sim∼1000 M⊙direct-product{}_{\odot}start_FLOATSUBSCRIPT ⊙ end_FLOATSUBSCRIPT). The production of 2222{}^{22}start_FLOATSUPERSCRIPT 22 end_FLOATSUPERSCRIPTNa and 2626{}^{26}start_FLOATSUPERSCRIPT 26 end_FLOATSUPERSCRIPTAl in CN explosions and the γ𝛾\gammaitalic_γ-ray emission predicted by our simulations is discussed. The WDs in all our simulations eject less material than they accrete and we predict that the WD is growing in mass as a consequence of the CN outburst. ONe CNe, therefore, may be an important channel for accretion induced collapse (AIC) events.","['Cataclysmic variable stars (203) –', 'Novae (1127) –', 'Recurrent', 'Novae (1366) –', 'Galaxy chemical evolution (580) –', 'Galaxy abundances (574) –', 'Milky', 'Way', 'Galaxy (1054)']","['starrfield@asu.edu', 'USA', 'USA', '27599-3255', 'USA', '37831-6354', '37996', '55455', '85721', '43210', '2023']"
"We investigate the properties of voids and void galaxies in the TNG300 simulation. Using a luminous galaxy catalog and a spherical void finding algorithm,
we identify 5,078 voids at redshift z=0𝑧0z=0italic_z = 0.
The voids cover 83% of the simulation volume and have a median radius of 4.4⁢h−1⁢Mpc4.4superscriptℎ1Mpc4.4h^{-1}\rm{Mpc}4.4 italic_h start_POSTSUPERSCRIPT - 1 end_POSTSUPERSCRIPT roman_Mpc.
We identify two populations of field galaxies based on whether the galaxies reside within a void (“void galaxies”; 75,220 objects) or outside a void (“non-void galaxies”; 527,454 objects).
Within the voids, mass does not directly trace light. Instead, the mean radial underdensity profile as defined by the locations of void galaxies is systematically lower than the mean radial underdensity profile as defined by the dark matter (i.e., the voids are more “devoid” of galaxies than they are of mass).
Within the voids, the integrated underdensity profiles of the dark matter and the galaxies are independent of the local background density (i.e., voids-in-voids vs. voids-in-clouds). Beyond the void radii, however, the integrated underdensity profiles of both the dark matter and the galaxies exhibit strong dependencies on the local background density.
Compared to non-void galaxies, void galaxies are on average younger, less massive, bluer in color, less metal enriched, and have smaller radii.
In addition, the specific star formation rates of void galaxies are ∼20similar-toabsent20\sim 20∼ 20% higher than non-void galaxies and, in the case of galaxies with central supermassive black holes with MBH≳3×106⁢h−1⁢M⊙greater-than-or-equivalent-tosubscript𝑀BH3superscript106superscriptℎ1subscript𝑀direct-productM_{\rm BH}\gtrsim 3\times 10^{6}h^{-1}M_{\odot}italic_M start_POSTSUBSCRIPT roman_BH end_POSTSUBSCRIPT ≳ 3 × 10 start_POSTSUPERSCRIPT 6 end_POSTSUPERSCRIPT italic_h start_POSTSUPERSCRIPT - 1 end_POSTSUPERSCRIPT italic_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT, the fraction of active void galaxies is ∼25similar-toabsent25\sim 25∼ 25% higher than active non-void galaxies.","['Large-scale structure of the', 'Universe (902) –', 'Voids (1779) –', 'Magnetohydrodynamical simulations (1966) –', 'Galaxy evolution (594)']","['USA', 'USA', 'USA']"
"Millimeter wave (mmWave) has been recognized as one of key technologies for 5G and beyond networks due to its potential to enhance channel bandwidth and network capacity.
The use of mmWave for various applications including vehicular communications has been extensively discussed. However, applying mmWave to vehicular communications
faces challenges of high mobility nodes and narrow coverage along the mmWave beams. Due to high mobility in dense networks, overlapping beams can cause strong interference which leads to performance degradation. As a remedy, beam switching capability in mmWave can be utilized.
Then,
frequent beam switching and cell change become inevitable to manage interference, which increase computational and signalling complexity.
In order to deal with the complexity in interference control, we develop a new strategy
called Multi-Agent Context Learning (MACOL), which utilizes Contextual Bandit
to manage interference while allocating mmWave beams to serve vehicles in the network.
Our approach demonstrates that by leveraging knowledge of neighbouring beam status,
the machine learning agent can
identify and avoid potential interfering transmissions to other ongoing transmissions.
Furthermore, we show that even under
heavy traffic loads, our
proposed MACOL
strategy
is able to maintain
low interference levels
at around 10%.","['Index', 'Terms: ', 'Vehicular networks, mmWave, beam management, machine learning, multi-armed bandit.']",['m.shojafar}@surrey.ac.uk']
"A fraction of core-collapse supernovae (SNe) with signs of interaction with a dense circumstellar matter are preceded by bright precursor emission. While the precursors are likely caused by a mass ejection before core-collapse, their mechanism to power energetic bursts, sometimes reaching 1048superscript104810^{48}10 start_POSTSUPERSCRIPT 48 end_POSTSUPERSCRIPT–1049⁢ergsuperscript1049erg10^{49}\ {\rm erg}10 start_POSTSUPERSCRIPT 49 end_POSTSUPERSCRIPT roman_erg that are larger than the binding energies of red supergiant envelopes, is still under debate. Remarkably, such a huge energy-deposition should result in an almost complete envelope ejection and hence a strong sign of interaction, but the observed SNe with precursors show in fact typical properties among the interacting SNe. More generally, the observed luminosity of 1040−42⁢erg⁢s−1superscript104042ergsuperscripts110^{40-42}\,\rm erg\,s^{-1}10 start_POSTSUPERSCRIPT 40 - 42 end_POSTSUPERSCRIPT roman_erg roman_s start_POSTSUPERSCRIPT - 1 end_POSTSUPERSCRIPT is shown to be challenging for a single SN progenitor. To resolve these tensions, we propose a scenario where the progenitor is in a binary system with a compact object (CO), and an outburst from the star leads to a super-Eddington accretion onto the CO. We show that for sufficiently short separations, outbursts with moderate initial kinetic energies of 1046superscript104610^{46}10 start_POSTSUPERSCRIPT 46 end_POSTSUPERSCRIPT–1047superscript104710^{47}10 start_POSTSUPERSCRIPT 47 end_POSTSUPERSCRIPT erg can be energized by the accreting CO so that their radiative output can be consistent with the observed precursors. We discuss the implications of our model in relation to CO binaries detectable with Gaia and gravitational wave detectors.","['Eruptive phenomena;', 'Stellar mass-loss;', 'Circumstellar matter;', 'Core-collapse supernovae']","['USA', 'Japan', 'Japan', 'Japan', 'USA', 'USA', 'USA']"
"Panspermia is the hypothesis that life originated on Earth from the bombardment of foreign interstellar ejecta harboring polyextremophile microorganisms. Since the 2017 discovery of the comet-like body ‘Oumuamua (1I/2017 U1) by the Pans-STARRS telescope, various studies have re-examined panspermia based on updated number density models that accommodate for ‘Oumuamua’s properties. By utilizing ‘Oumuamua’s properties as an anchor, we estimate the mass and number density of ejecta in the ISM (ρmsubscript𝜌𝑚\rho_{m}italic_ρ start_POSTSUBSCRIPT italic_m end_POSTSUBSCRIPT [kg⋅⋅\cdot⋅au]−3{}^{-3}]start_FLOATSUPERSCRIPT - 3 end_FLOATSUPERSCRIPT ] and ρnsubscript𝜌𝑛\rho_{n}italic_ρ start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT [au]−3{}^{-3}]start_FLOATSUPERSCRIPT - 3 end_FLOATSUPERSCRIPT ]). We build upon prior work by first accounting for the minimum ejecta size to shield microbes from supernova radiation. Second, we estimate the total number of impact events Cnsubscript𝐶𝑛C_{n}italic_C start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT on Earth after its formation and prior to the emergence of life (≈\approx≈ 0.80.80.80.8 Gyr). We derive a conditional probability relation for the likelihood of panspermia for Earth specifically of <10−5absentsuperscript105<10^{-5}< 10 start_POSTSUPERSCRIPT - 5 end_POSTSUPERSCRIPT, given a number of factors including fBsubscript𝑓𝐵f_{B}italic_f start_POSTSUBSCRIPT italic_B end_POSTSUBSCRIPT, the fraction of ejecta harboring extremophiles and other factors that are poorly constrained. However, we find that panspermia is a plausible potential life-seeding mechanism for (optimistically) up to ∼105similar-toabsentsuperscript105\sim 10^{5}∼ 10 start_POSTSUPERSCRIPT 5 end_POSTSUPERSCRIPT of the ∼109similar-toabsentsuperscript109\sim 10^{9}∼ 10 start_POSTSUPERSCRIPT 9 end_POSTSUPERSCRIPT Earth-sized habitable zone worlds in our Galaxy.","['‘Oumuamua;', 'Panspermia;', 'Extremophiles;', 'Supernova radiation;', 'ISM ejecta number density;', 'Impact events']","['USA', 'USA', 'USA']"
"We study a relativistic collisionless electron-positron shock propagating
into an unmagnetized ambient medium using 2D particle-in-cell
simulations of unprecedented duration and size. The shock generates
intermittent magnetic structures of increasingly larger size as the simulation progresses.
Toward the end of our simulation, at around 26,000 plasma times,
the magnetic coherence scale approaches λ∼100similar-to𝜆100\lambda\sim 100italic_λ ∼ 100 plasma skin depths, both
ahead and behind the shock front. We anticipate a continued growth of λ𝜆\lambdaitalic_λ beyond
the time span of our simulation, as long as the shock accelerates particles to increasingly higher energies.
The post-shock field is concentrated in localized patches, which maintain a
local magnetic energy fraction εB∼0.1similar-tosubscript𝜀𝐵0.1\varepsilon_{B}\sim 0.1italic_ε start_POSTSUBSCRIPT italic_B end_POSTSUBSCRIPT ∼ 0.1.
Particles randomly sampling the downstream fields
spend most of their time in low field regions (εB≪0.1much-less-thansubscript𝜀𝐵0.1\varepsilon_{B}\ll 0.1italic_ε start_POSTSUBSCRIPT italic_B end_POSTSUBSCRIPT ≪ 0.1),
but emit a large fraction of the synchrotron power in the localized patches
with strong fields (εB∼0.1similar-tosubscript𝜀𝐵0.1\varepsilon_{B}\sim 0.1italic_ε start_POSTSUBSCRIPT italic_B end_POSTSUBSCRIPT ∼ 0.1).
Our results have important implications for models of gamma-ray burst afterglows.","['High energy astrophysics (739);', 'Shocks (2086);', 'Non-thermal radiation\nsources (1119);', 'Plasma astrophysics (1261);', 'Gamma-ray bursts (629)']","['Belgium', 'USA', 'USA', 'USA', 'USA']"
"In this paper we propose to quantify execution time variability of programs using statistical dispersion parameters.
We show how the execution time variability can be exploited in mixed criticality real-time systems.
We propose a heuristic to compute the execution time budget to be allocated to each low criticality real-time task according to its execution time variability. We show using experiments and simulations
that the proposed heuristic reduces the probability of exceeding the allocated budget compared to algorithms which do not take into account the execution time variability parameter.","['Index', 'Terms: ', 'Mixed criticality systems, execution time variability, statistical dispersion parameters.']",['France']
"Our understanding of the Universe breaks down for very small spacetime intervals, corresponding to an extremely high level of granularity (and energy), commonly referred to as the “Planck scale”. At this fundamental level, there are attempts of describing physics in terms of interacting automata that perform classical, deterministic computation. On one hand, various mathematical arguments have already illustrated how quantum laws (which describe elementary particles and interactions) could in principle arise as low-granularity approximations of automata-based systems. On the other hand, understanding how such systems might give rise to relativistic laws (which describe spacetime and gravity) remains a major problem. I explain here a few ideas that seem crucial for overcoming this problem, along with related algorithmic challenges that need to be addressed. Giving emphasis to meaningful computational counterparts of locality and general covariance, I outline basic ingredients of a distributed communication-rewiring protocol that would allow us to construct multi-automaton models that are viable from a relativistic perspective. I also explain how viable models can be evaluated using a variety of criteria, and discuss related aspects pertaining to the falsifiability and plausibility of the automata paradigm.","['Strict locality, distributed computation, causal sets, asynchronous communication, pregeometry, multi-agent systems, superdeterminism, automata models.']",['University']
"Global financial crime activity is driving demand for machine learning solutions in fraud prevention. However, prevention systems are commonly serviced to financial institutions in isolation, and few provisions exist for data sharing due to fears of unintentional leaks and adversarial attacks. Collaborative learning advances in finance are rare, and it is hard to find real-world insights derived from privacy-preserving data processing systems. In this paper, we present a collaborative deep learning framework for fraud prevention, designed from a privacy standpoint, and awarded at the recent PETs Prize Challenges. We leverage latent embedded representations of varied-length transaction sequences, along with local differential privacy, in order to construct a data release mechanism which can securely inform externally hosted fraud and anomaly detection models. We assess our contribution on two distributed data sets donated by large payment networks, and demonstrate robustness to popular inference-time attacks, along with utility-privacy trade-offs analogous to published work in alternative application domains.","['Index', 'Terms: \ndeep learning, privacy, financial systems']","['Kingdom', 'Kingdom', 'Kingdom', 'derek.mcauley@nottingham.ac.uk']"
"Federated learning (FL) as one of the novel branches of distributed machine learning (ML), develops global models through a private procedure without direct access to local datasets. However, access to model updates (e.g. gradient updates in deep neural networks) transferred between clients and servers can reveal sensitive information to adversaries. Differential privacy (DP) offers a framework that gives a privacy guarantee by adding certain amounts of noise to parameters. This approach, although being effective in terms of privacy, adversely affects model performance due to noise involvement. Hence, it is always needed to find a balance between noise injection and the sacrificed accuracy. To address this challenge, we propose adaptive noise addition in FL which decides the value of injected noise based on features’ relative importance. Here, we first propose two effective methods for prioritizing features in deep neural network models and then perturb models’ weights based on this information. Specifically, we try to figure out whether the idea of adding more noise to less important parameters and less noise to more important parameters can effectively save the model accuracy while preserving privacy. Our experiments confirm this statement under some conditions. The amount of noise injected, the proportion of parameters involved, and the number of global iterations can significantly change the output. While a careful choice of parameters by considering the properties of datasets can improve privacy without intense loss of accuracy, a bad choice can make the model performance worse.","['Index', 'Terms: ', 'Federated', 'Learning,', 'Differential privacy,', 'Feature importance,', 'Deep neural networks']","['mtalaei@bu.edu1', 'iman.izadi@iut.ac.ir']"
"The advent of foundation models (FMs) as an emerging suite of AI techniques has struck a wave of opportunities in computational healthcare. The interactive nature of these models, guided by pre-training data and human instructions, has ignited a data-centric AI paradigm that emphasizes better data characterization, quality, and scale. In healthcare AI, obtaining and processing high-quality clinical data records has been a longstanding challenge, ranging from data quantity, annotation, patient privacy, and ethics. In this survey, we investigate a wide range of data-centric approaches in the FM era (from model pre-training to inference) towards improving the healthcare workflow. We discuss key perspectives in AI security, assessment, and alignment with human values. Finally, we offer a promising outlook of FM-based analytics to enhance the performance of patient outcome and clinical workflow in the evolving landscape of healthcare and medicine. We provide an up-to-date list of healthcare-related foundation models and datasets at https://github.com/Yunkun-Zhang/Data-Centric-FM-Healthcare.","['foundation models, large language models, data-centric', 'AI, healthcare,', 'AI alignment']","['DistrictShanghaiChina', 'UniversityChina', 'UniversityChina', 'UniversityChina', 'CarolinaUSA', 'JersyUSA', 'LaboratoryChina', 'UniversityChina']"
