abstract,keywords,country
"Let p𝑝pitalic_p and q𝑞qitalic_q be two distinct odd primes, p<q𝑝𝑞p<qitalic_p < italic_q and Ep,q:y2=x3−p⁢q⁢x:subscript𝐸𝑝𝑞superscript𝑦2superscript𝑥3𝑝𝑞𝑥E_{p,q}:y^{2}=x^{3}-pqxitalic_E start_POSTSUBSCRIPT italic_p , italic_q end_POSTSUBSCRIPT : italic_y start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT = italic_x start_POSTSUPERSCRIPT 3 end_POSTSUPERSCRIPT - italic_p italic_q italic_x be an elliptic curve. Fix a line La.b:y=ab⁢x:subscript𝐿formulae-sequence𝑎𝑏𝑦𝑎𝑏𝑥L_{a.b}:y=\frac{a}{b}xitalic_L start_POSTSUBSCRIPT italic_a . italic_b end_POSTSUBSCRIPT : italic_y = divide start_ARG italic_a end_ARG start_ARG italic_b end_ARG italic_x where a∈ℤ,b∈ℕformulae-sequence𝑎ℤ𝑏ℕa\in\mathbb{Z},b\in\mathbb{N}italic_a ∈ blackboard_Z , italic_b ∈ blackboard_N and (a,b)=1𝑎𝑏1(a,b)=1( italic_a , italic_b ) = 1. We study sufficient conditions that p𝑝pitalic_p and q𝑞qitalic_q must satisfy so that there are infinitely many elliptic curves Ep,qsubscript𝐸𝑝𝑞E_{p,q}italic_E start_POSTSUBSCRIPT italic_p , italic_q end_POSTSUBSCRIPT that intersect La,bsubscript𝐿𝑎𝑏L_{a,b}italic_L start_POSTSUBSCRIPT italic_a , italic_b end_POSTSUBSCRIPT.","['Elliptic', 'Curves', 'Rational', 'Points']",[]
"Atacama Large Millimeter/Submillimeter Array (ALMA) has revolutionized the field of dust polarization in protoplanetary disks across multiple wavelengths. Previous observations and empirical modeling suggested multiple mechanisms of dust polarization toward HL Tau, including grain alignment and dust scattering. However, a detailed modeling of dust polarization based on grain alignment physics is not yet available. Here, using our updated POLARIS code, we perform numerical modeling of dust polarization arising from both grain alignment by Magnetically Enhanced Radiative Torque (MRAT) mechanism and self-scattering to reproduce the HL Tau polarization observed at three wavelengths 0.87, 1.3, and 3.1 mm. Our modeling results show that the observed multi-wavelength polarization could be reproduced only when large grains contain embedded iron inclusions and those with slow internal relaxation must have wrong internal alignment (i.e., the grain’s major axis parallel to its angular momentum). The abundance of iron embedded inside grains in the form of clusters is constrained to be ≳16greater-than-or-equivalent-toabsent16\gtrsim 16≳ 16%, and the number of iron atoms per cluster is Ncl∼2×103similar-tosubscript𝑁cl2superscript103N_{\rm cl}\sim 2\times 10^{3}italic_N start_POSTSUBSCRIPT roman_cl end_POSTSUBSCRIPT ∼ 2 × 10 start_POSTSUPERSCRIPT 3 end_POSTSUPERSCRIPT. Maximum grain sizes probed at wavelengths λ𝜆\lambdaitalic_λ = 0.87, 1.3, and 3.1 mm are constrained at ∼similar-to\sim∼ 60, 90, and 130μ𝜇\,\muitalic_μm, respectively. Assuming a dust differential settling effect with grain sizes from the constraint gives the value of maximum grain size at the disk mid-plane to be millimeter-scaled.","['Protoplanetary disks', 'Polarimetry', 'Radio astronomy', 'Circumstellar dust', 'Magnetic field']",['Germany']
"With a motive of ubiquitous connectivity over the globe with enhanced spectral efficiency, intelligent reflecting surfaces (IRS) integrated satellite-terrestrial communications is a topic of research interest in an infrastructure-deficient remote terrains. In line with this vision, this paper entails the performance analysis of satellite-terrestrial networks leveraging both aerial and terrestrial IRS nodes, with the support of high altitude platforms over diverse fading channels including shadowed Rician, Rician, and Nakagami-m𝑚mitalic_m fading channels. The merits of IRS in enhancing spectral efficiency is analyzed through closed-form expressions of outage probability and ergodic rate. Further, the average symbol error rate analysis for the higher-order quadrature amplitude modulation (QAM) schemes such as hexagonal QAM, rectangular QAM, cross QAM, and square QAM is performed. Practical constraints like antenna gains, path loss, and link fading are considered to characterize the satellite terrestrial links. Finally, a comparison between the high-altitude platforms based IRS node and terrestrial IRS nodes is performed and various insights are drawn under various fading scenarios and path loss conditions. This paper contribute towards understanding and potential implementation of IRS-integrated satellite-terrestrial networks for efficient and reliable communication.","['IRS', 'HAP', 'Nakagami-m𝑚mitalic_m', 'Rician', 'shadowed', 'Rician', 'ergodic rate', 'HQAM', 'RQAM', 'XQAM.']",[]
"The intrinsic resolution is the primary limitation on the total energy resolution of LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal. This intrinsic resolution arises from two effects: fluctuations occurring in the process of energy transfer to luminescent centers within the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal and the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal’s non-proportional luminescence. Presently, experimental measurements regarding the intrinsic resolution of LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal are scarce, and the underlying physical mechanisms remain incompletely understood. In this paper, we aim to elucidate the concept of intrinsic resolution. We investigated the entire physical process of luminescence following energy deposition in the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal, quantifying the various components in the total energy resolution. We conducted a series of experimental measurements and Geant4 simulations, determining the intrinsic resolution of LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal to 100 keV electrons as 2.12%. The non-proportionality contributes significantly at 1.43%, while fluctuations in the energy transfer process accounted for 0.27%. It is evident that non-proportionality in light output constitutes the primary source of intrinsic resolution. Horizontal and vertical unevenness in light collection contributed 0.25% and 0.07%, respectively. Statistical fluctuations showed the largest impact on the total energy resolution, at 2.86%. The contribution from fluctuations in single-photoelectron events was 0.77%. Furthermore, we reconstructed the photon response using Geant4, and the consistency between the simulated relative light yield and the experimentally measured one confirmed the reliability of the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) detector mass model employed in the simulation.","['LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) detector', 'Energy', 'Response', 'Intrinsic', 'Resolution', 'Non-proportional', 'Light', 'Yield', 'Energy', 'Transfer', 'Process']",['China']
"Low-dose \acET plays a crucial role in medical imaging, enabling the acquisition of functional information for various biological processes while minimizing the patient dose. However, the inherent randomness in the photon counting process is a source of noise which is amplified low-dose \acET. This review article provides an overview of existing post-processing techniques, with an emphasis on deep \acNN approaches. Furthermore, we explore future directions in the field of \acNN-based low-dose \acET. This comprehensive examination sheds light on the potential of deep learning in enhancing the quality and resolution of low-dose \acET images, ultimately advancing the field of medical imaging.","['Low-Dose', 'PET', 'SPECT', 'Deep', 'Learning']",[]
"Reinforcement learning from human feedback (RLHF) emerges as a promising paradigm for aligning large language models (LLMs).
However, a notable challenge in RLHF is overoptimization, where beyond a certain threshold, the pursuit of higher rewards leads to a decline in human preferences.
In this paper, we observe the weakness of KL regularization which is commonly employed in existing RLHF methods to address overoptimization.
To mitigate this limitation, we scrutinize the RLHF objective in the offline dataset and propose uncertainty-penalized RLHF (UP-RLHF), which incorporates uncertainty regularization during RL-finetuning.
To enhance the uncertainty quantification abilities for reward models, we first propose a diverse low-rank adaptation (LoRA) ensemble by maximizing the nuclear norm of LoRA matrix concatenations.
Then we optimize policy models utilizing penalized rewards, determined by both rewards and uncertainties provided by the diverse reward LoRA ensembles.
Our experimental results, based on two real human preference datasets, showcase the effectiveness of diverse reward LoRA ensembles in quantifying reward uncertainty.
Additionally, uncertainty regularization in UP-RLHF proves to be pivotal in mitigating overoptimization, thereby contributing to the overall performance.","['Machine', 'Learning', 'ICML']",[]
"Segmenting any object represents a crucial step towards achieving artificial general intelligence, and the ”Segment Anything Model” (SAM) has significantly advanced the development of foundational models in computer vision. We have high expectations regarding whether SAM can enhance highly accurate dichotomous image segmentation. In fact, the evidence presented in this article demonstrates that by inputting SAM with simple prompt boxes and utilizing the results output by SAM as input for IS5Net, we can greatly improve the effectiveness of highly accurate dichotomous image segmentation.","['Segment', 'Anything', 'Model', 'SAM', 'highly accurate dichotomous image segmentation', 'DIS.']",[]
"We introduce hypergeometric-type sequences. They are linear combinations of interlaced hypergeometric sequences (of arbitrary interlacements). We prove that they form a subring of the ring of holonomic sequences. An interesting family of sequences in this class are those defined by trigonometric functions with linear arguments in the index and π𝜋\piitalic_π, such as Chebyshev polynomials, (sin2⁡(n⁢π/4)⋅cos⁡(n⁢π/6))nsubscript⋅superscript2𝑛𝜋4𝑛𝜋6𝑛\left(\sin^{2}\left(n\,\pi/4\right)\cdot\cos\left(n\,\pi/6\right)\right)_{n}( roman_sin start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT ( italic_n italic_π / 4 ) ⋅ roman_cos ( italic_n italic_π / 6 ) ) start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT, and compositions like (sin⁡(cos⁡(n⁢π/3)⁢π))nsubscript𝑛𝜋3𝜋𝑛\left(\sin\left(\cos(n\pi/3)\pi\right)\right)_{n}( roman_sin ( roman_cos ( italic_n italic_π / 3 ) italic_π ) ) start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT.
We describe an algorithm that computes a hypergeometric-type normal form of a given holonomic n⁢th𝑛thn\text{th}italic_n th term whenever it exists. Our implementation enables us to generate several identities for terms defined via trigonometric functions.","['Petkovšek’s algorithm', 'Hyper mfoldHyper', 'P-recursive sequences interlaced hypergeometric term m𝑚mitalic_m-fold indicator sequences']",[]
"We introduce a natural two-cardinal version of Bagaria’s sequence of derived topologies on ordinals. We prove that for our sequence of two-cardinal derived topologies, limit points of sets can be characterized in terms of a new iterated form of pairwise simultaneous reflection of certain kinds of stationary sets, the first few instances of which are often equivalent to notions related to strong stationarity, which has been studied previously in the context of strongly normal ideals [10]. The non-discreteness of these two-cardinal derived topologies can be obtained from certain two-cardinal indescribability hypotheses, which follow from local instances of supercompactness. Additionally, we answer several questions posed by the first author, Peter Holy and Philip White on the relationship between Ramseyness and indescribability in both the cardinal context and in the two-cardinal context.","['derived topology', 'stationary reflection', 'indescribable cardinals', 'Ramsey cardinals', 'Ramsey hierarchy']",[]
"Motivated by their research on automorphism groups of pseudo-real Riemann surfaces, Bujalance, Cirre and Conder have conjectured that there are infinitely many primes p𝑝pitalic_p such that p+2𝑝2p+2italic_p + 2 has all its prime factors q≡−1𝑞1q\equiv-1italic_q ≡ - 1 mod (4)4(4)( 4 ). We use a theorem of Raikov to prove that the number of integers n≤x𝑛𝑥n\leq xitalic_n ≤ italic_x with only such prime factors q𝑞qitalic_q is asymptotic to c⁢x/ln⁡x𝑐𝑥𝑥cx/\sqrt{\ln x}italic_c italic_x / square-root start_ARG roman_ln italic_x end_ARG for a specific constant c=0.4865⁢…𝑐0.4865…c=0.4865\ldotsitalic_c = 0.4865 …. Heuristic arguments, following Hardy and Littlewood, then yield a conjecture that the number of such primes p≤x𝑝𝑥p\leq xitalic_p ≤ italic_x is asymptotic to c′⁢∫2x(ln⁡t)−3/2⁢𝑑tsuperscript𝑐′superscriptsubscript2𝑥superscript𝑡32differential-d𝑡c^{\prime}\int_{2}^{x}(\ln t)^{-3/2}dtitalic_c start_POSTSUPERSCRIPT ′ end_POSTSUPERSCRIPT ∫ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_x end_POSTSUPERSCRIPT ( roman_ln italic_t ) start_POSTSUPERSCRIPT - 3 / 2 end_POSTSUPERSCRIPT italic_d italic_t for a constant c′=0.8981⁢…superscript𝑐′0.8981…c^{\prime}=0.8981\ldotsitalic_c start_POSTSUPERSCRIPT ′ end_POSTSUPERSCRIPT = 0.8981 …. The theorem, the conjecture and a similar conjecture applying the Bateman–Horn Conjecture to other pseudo-real Riemann surfaces are supported by evidence from extensive computer searches.","['Riemann surface', 'pseudo-real', 'prime number', 'Riemann zeta function', 'Dirichlet series', 'Bateman–Horn', 'Conjecture']",[]
"The intrinsic alignment (IA) of galaxies acts as a systematic effect in weak lensing measurements and tends to introduce biases. It mimics the gravitational lensing signal which makes it difficult to distinguish it from the true gravitational weak lensing effect. Hence, it is critical to account for the noise for correctly interpreting the results. This study aims at a quantitative analysis of IA using the Tidal Alignment and Tidal Torquing (TATT) model. We also investigate how the signals for shear and galaxy-galaxy lensing behave upon changing the parameters of the TATT model.
The data for this study was prepared with a computational pipeline based on the Cocoa model to explore the parameter space of the intrinsic shape signal.
Through this work, we identify that linear terms of the intrinsic shape signal are dominant in the case of GGL while the higher-order terms dictate the shear signal.","['Intrinsic', 'Alignments —', 'Weak', 'Gravitational', 'Lensing —', 'Tidal', 'Alignment —', 'Tidal', 'Torquing —', 'Cosmic', 'Shear —', 'Galaxy', 'Alignments']",[]
"The Multi-Objective Mixed-Integer Programming (MOMIP) problem is one of the most challenging. To derive its Pareto optimal solutions one can use the well-known Chebyshev scalarization and Mixed-Integer Programming (MIP) solvers. However, for a large-scale instance of the MOMIP problem, its scalarization may not be solved to optimality, even by state-of-the-art optimization packages, within the time limit imposed on the optimization.
If a MIP solver cannot derive the optimal solution within the assumed time limit, it provides the optimality gap, which gauges the quality of the approximate solution. However, for the MOMIP case, no information is provided on the lower and upper bounds of the components of the Pareto optimal outcome.
For the MOMIP problem with two and three objective functions, an algorithm is proposed to provide the so-called interval representation of the Pareto optimal outcome designated by the weighting vector when there is a time limit on solving the Chebyshev scalarization. Such interval representations can be used to navigate on the Pareto front.
The results of several numerical experiments on selected large-scale instances of the multi-objective, multidimensional 0-1 knapsack problem illustrate the proposed approach. The limitations and possible enhancements of the proposed method are also discussed.","['multi-objective mixed-integer programming', 'large-scale optimization', 'Chebyshev scalarization', 'Pareto front approximations', 'lower bounds', 'upper bounds']",[]
"A sequence of operators Tnsubscript𝑇𝑛T_{n}italic_T start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT from a Hilbert space ℌℌ{\mathfrak{H}}fraktur_H
to Hilbert spaces 𝔎nsubscript𝔎𝑛{\mathfrak{K}}_{n}fraktur_K start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT
which is nondecreasing in the sense of contractive domination
is shown to have a limit which is still a linear operator T𝑇Titalic_T from ℌℌ{\mathfrak{H}}fraktur_H
to a Hilbert space 𝔎𝔎{\mathfrak{K}}fraktur_K.
Moreover, the closability or closedness of Tnsubscript𝑇𝑛T_{n}italic_T start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT is preserved in the limit.
The closures converge likewise and the connection between the limits is investigated.
There is no similar way of dealing directly with linear relations.
However, the sequence of closures is still nondecreasing
and then the convergence is governed by
the monotonicity principle. There are some related results
for nonincreasing sequences.","['Domination of linear relations', 'nondecreasing sequences of linear relations in the sense\nof domination', 'monotonicity principle']",[]
"Medical imaging is an essential tool for diagnosing and treating diseases. However, lacking medical images can lead to inaccurate diagnoses and ineffective treatments. Generative models offer a promising solution for addressing medical image shortage problems due to their ability to generate new data from existing datasets and detect anomalies in this data.
Data augmentation with position augmentation methods like scaling, cropping, flipping, padding, rotation, and translation could lead to more overfitting in domains with little data, such as medical image data.
This paper proposes the GAN-GA, a generative model optimized by embedding a genetic algorithm. The proposed model enhances image fidelity and diversity while preserving distinctive features. The proposed medical image synthesis approach improves the quality and fidelity of medical images, an essential aspect of image interpretation. To evaluate synthesized images: Frechet Inception Distance (FID) is used. The proposed GAN-GA model is tested by generating Acute lymphoblastic leukemia (ALL) medical images, an image dataset, and is the first time to be used in generative models. Our results were compared to those of InfoGAN as a baseline model. The experimental results show that the proposed optimized GAN-GA enhances FID scores by about 6.8%, especially in earlier training epochs. The source code and dataset will be available at: https://github.com/Mustafa-AbdulRazek/InfoGAN-GA.","['Generative', 'Models', 'InfoGAN', 'Medical', 'Image', 'Generation', 'Genetic', 'Algorithms.']",[]
"We treat some classes of stochastic partial differential equations of Schrödinger type within the framework of white noise analysis,
combined with Wiener-Itô chaos expansions and pseudodifferential operator methods. The initial data and potential term of the Schrödinger operator are assumed to be generalized stochastic processes that have spatial dependence. We prove that the equations under consideration have unique solutions in the appropriate (intersections of
weighted) Sobolev-Kato-Kondratiev spaces.","['Stochastic partial differential equations', 'Wick product', 'Chaos expansions', 'Schrödinger equation', 'pseudodifferential calculus']",[]
"Let Aisubscript𝐴𝑖A_{i}italic_A start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT and Bisubscript𝐵𝑖B_{i}italic_B start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT be positive definite matrices for every i=1,⋯,m.𝑖1⋯𝑚i=1,\cdots,m.italic_i = 1 , ⋯ , italic_m . Let Z=[Zi⁢j]𝑍delimited-[]subscript𝑍𝑖𝑗Z=[Z_{ij}]italic_Z = [ italic_Z start_POSTSUBSCRIPT italic_i italic_j end_POSTSUBSCRIPT ] be the block matrix, where Zi⁢j=Bi12⁢(∑k=1mAk)⁢Bj12subscript𝑍𝑖𝑗superscriptsubscript𝐵𝑖12superscriptsubscript𝑘1𝑚subscript𝐴𝑘superscriptsubscript𝐵𝑗12Z_{ij}=B_{i}^{{}^{\frac{1}{{}_{2}}}}\left(\displaystyle\sum_{k=1}^{m}A_{k}%
\right)B_{j}^{{}^{\frac{1}{{}_{2}}}}italic_Z start_POSTSUBSCRIPT italic_i italic_j end_POSTSUBSCRIPT = italic_B start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT start_POSTSUPERSCRIPT start_FLOATSUPERSCRIPT divide start_ARG 1 end_ARG start_ARG start_FLOATSUBSCRIPT 2 end_FLOATSUBSCRIPT end_ARG end_FLOATSUPERSCRIPT end_POSTSUPERSCRIPT ( ∑ start_POSTSUBSCRIPT italic_k = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_m end_POSTSUPERSCRIPT italic_A start_POSTSUBSCRIPT italic_k end_POSTSUBSCRIPT ) italic_B start_POSTSUBSCRIPT italic_j end_POSTSUBSCRIPT start_POSTSUPERSCRIPT start_FLOATSUPERSCRIPT divide start_ARG 1 end_ARG start_ARG start_FLOATSUBSCRIPT 2 end_FLOATSUBSCRIPT end_ARG end_FLOATSUPERSCRIPT end_POSTSUPERSCRIPT for every i,j=1,⋯,mformulae-sequence𝑖𝑗1⋯𝑚i,j=~{}1,\cdots,mitalic_i , italic_j = 1 , ⋯ , italic_m. It is shown that



‖|∑i=1m(Ais⁢♯⁢Bis)r|‖≤‖|Zs⁢r2|‖≤‖|((∑i=1mAi)s⁢r⁢p4⁢(∑i=1mBi)s⁢r⁢p2⁢(∑i=1mAi)s⁢r⁢p4)1p|‖,normsuperscriptsubscript𝑖1𝑚superscriptsuperscriptsubscript𝐴𝑖𝑠♯superscriptsubscript𝐵𝑖𝑠𝑟normsuperscript𝑍𝑠𝑟2normsuperscriptsuperscriptsuperscriptsubscript𝑖1𝑚subscript𝐴𝑖𝑠𝑟𝑝4superscriptsuperscriptsubscript𝑖1𝑚subscript𝐵𝑖𝑠𝑟𝑝2superscriptsuperscriptsubscript𝑖1𝑚subscript𝐴𝑖𝑠𝑟𝑝41𝑝\left|\left|\left|\sum_{i=1}^{m}\left(A_{i}^{s}\sharp B_{i}^{s}\right)^{r}%
\right|\right|\right|\leq\left|\left|\left|Z^{{}^{\frac{sr}{{}_{2}}}}\right|%
\right|\right|\leq\left|\left|\left|\left(\left(\scalebox{0.85}{$\displaystyle%
\sum_{i=1}^{m}A_{i}$}\right)^{\frac{srp}{{}_{4}}}\left(\scalebox{0.85}{$%
\displaystyle\sum_{i=1}^{m}B_{i}$}\right)^{\frac{srp}{{}_{2}}}\left(\scalebox{%
0.85}{$\displaystyle\sum_{i=1}^{m}A_{i}$}\right)^{\frac{srp}{{}_{4}}}\right)^{%
\frac{1}{{}_{p}}}\right|\right|\right|,| | | ∑ start_POSTSUBSCRIPT italic_i = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_m end_POSTSUPERSCRIPT ( italic_A start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_s end_POSTSUPERSCRIPT ♯ italic_B start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_s end_POSTSUPERSCRIPT ) start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT | | | ≤ | | | italic_Z start_POSTSUPERSCRIPT start_FLOATSUPERSCRIPT divide start_ARG italic_s italic_r end_ARG start_ARG start_FLOATSUBSCRIPT 2 end_FLOATSUBSCRIPT end_ARG end_FLOATSUPERSCRIPT end_POSTSUPERSCRIPT | | | ≤ | | | ( ( ∑ start_POSTSUBSCRIPT italic_i = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_m end_POSTSUPERSCRIPT italic_A start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT ) start_POSTSUPERSCRIPT divide start_ARG italic_s italic_r italic_p end_ARG start_ARG start_FLOATSUBSCRIPT 4 end_FLOATSUBSCRIPT end_ARG end_POSTSUPERSCRIPT ( ∑ start_POSTSUBSCRIPT italic_i = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_m end_POSTSUPERSCRIPT italic_B start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT ) start_POSTSUPERSCRIPT divide start_ARG italic_s italic_r italic_p end_ARG start_ARG start_FLOATSUBSCRIPT 2 end_FLOATSUBSCRIPT end_ARG end_POSTSUPERSCRIPT ( ∑ start_POSTSUBSCRIPT italic_i = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_m end_POSTSUPERSCRIPT italic_A start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT ) start_POSTSUPERSCRIPT divide start_ARG italic_s italic_r italic_p end_ARG start_ARG start_FLOATSUBSCRIPT 4 end_FLOATSUBSCRIPT end_ARG end_POSTSUPERSCRIPT ) start_POSTSUPERSCRIPT divide start_ARG 1 end_ARG start_ARG start_FLOATSUBSCRIPT italic_p end_FLOATSUBSCRIPT end_ARG end_POSTSUPERSCRIPT | | | ,



for all s≥2𝑠2s\geq 2italic_s ≥ 2, for all p>0𝑝0p>0italic_p > 0 and r≥1𝑟1r\geq 1italic_r ≥ 1 such that r⁢p≥1𝑟𝑝1rp\geq 1italic_r italic_p ≥ 1 and for all unitarily invariant norms.
This result generalizes the results in [8] and gives an affirmative answer to a conjecture in [9] for all s≥2𝑠2s\geq 2italic_s ≥ 2 and for all p>0𝑝0p>0italic_p > 0 and r≥1𝑟1r\geq 1italic_r ≥ 1 such that r⁢p≥1𝑟𝑝1rp\geq 1italic_r italic_p ≥ 1 and t=12𝑡12t=\frac{1}{2}italic_t = divide start_ARG 1 end_ARG start_ARG 2 end_ARG.
This result also leads directly to Dinh, Ahsani, and Tam’s conjecture in [1] and proves Audenaert’s result in [2].","['Unitarily invariant norm', 'positive semidefinite matrix', 'Bourin’s question', 'inequality.']",[]
"This is a survey of the recent results and unsolved problems about locally compact homogeneous metric spaces. Mostly, homogeneous finite-dimensional A⁢N⁢R𝐴𝑁𝑅ANRitalic_A italic_N italic_R-spaces are discussed.","['absolute neighborhood retracts', 'cohomological dimension', 'cohomology and homology groups', 'homogeneous spaces']",[]
"The advancements in nanotechnology, material science, and electrical engineering have shrunk the sizes of electronic devices down to the micro/nanoscale.
This brings the opportunity of developing the Internet of Nano Things (IoNT), an extension of the Internet of Things (IoT).
With nanodevices, numerous new possibilities emerge in the biomedical, military fields, and industrial products.
However, a continuous energy supply is needed for these devices to work.
At the micro/nanoscale, batteries cannot supply this demand due to size limitations and the limited energy contained in the batteries.
Internet of Harvester Nano Things (IoHNT), a concept of Energy Harvesting (EH), which converts the existing different energy sources, which otherwise would be dissipated to waste, into electrical energy via electrical generators.
Sources for EH are abundant, from sunlight, sound, water, and airflow to living organisms.
IoHNT methods are significant assets to ensure the proper operation of the IoNT; thus, in this review, we comprehensively investigate the most useful energy sources and IoHNT principles to power the nano/micro-scaled electronic devices with the scope of IoNT. We discuss the IoHNT principles, material selections, challenges, and state-of-the-art applications of each energy source for both in-vivo and in vitro applications.
Finally, we present the latest challenges of EH along with future research directions to solve the problems regarding constructing continuous IoNT containing various self-powered nanodevices.
Therefore, IoHNT represents a significant shift in nanodevice power supply, leading us towards a future where wireless technology is widespread.
Hence, it will motivate researchers to envision and contribute to the advancement of the following power revolution in IoNT, providing unmatched simplicity and efficiency.","['Energy harvesting', 'Energy scavenging', 'Hybrid', 'Energy', 'Harvesting', 'IoT', 'IoNT', 'Nanodevices', 'Nanogenerators.']",[]
"This study focuses on the estimation of the Emax dose-response model, a widely utilized framework in clinical trials, agriculture, and environmental experiments. Existing challenges in obtaining maximum likelihood estimates (MLE) for model parameters are often ascribed to computational issues but, in reality, stem from the absence of MLE. Our contribution provides a new understanding and control of all the experimental situations that pratictioners might face, guiding them in the estimation process.
We derive the exact MLE for a three-point experimental design and we identify the two scenarios where the MLE fails. To address these challenges, we propose utilizing Firth’s modified score, providing its analytical expression as a function of the experimental design. Through a simulation study, we demonstrate that, in one of the problematic cases, the Firth modification yields a finite estimate. For the remaining case, we introduce a design-correction strategy akin to a hypothesis test.","['nonlinear regression', 'Emax model', 'maximum likelihood', 'experimental design', 'small sample', 'score modification', 'optimal design']",[]
"Agency is an important human characteristic that users of automated complex technologies are usually denied.
This affects the user’s experience leading to decreased satisfaction and productivity.
In this paper, we consider the ridesharing context and interviewed 7 drivers to understand the controls that would improve the agency they feel.
The results show that they desire transparency, community and an effective ability to seek redress.","['User', 'Agency', 'Ridesharing']",[]
"This paper explores the impact of biologically plausible neuron models on the performance of Spiking Neural Networks (SNNs) for regression tasks. While SNNs are widely recognized for classification tasks, their application to Scientific Machine Learning and regression remains underexplored. We focus on the membrane component of SNNs, comparing four neuron models: Leaky Integrate-and-Fire, FitzHugh–Nagumo, Izhikevich, and Hodgkin-Huxley. We investigate their effect on SNN accuracy and efficiency for function regression tasks, by using Euler and Runge-Kutta 4th-order approximation schemes. We show how more biologically plausible neuron models improve the accuracy of SNNs while reducing the number of spikes in the system. The latter represents an energetic gain on actual neuromorphic chips since it directly reflects the amount of energy required for the computations.","['Spiking', 'Neural', 'Networks', 'LIF model', 'FitzHugh-Nagumo model', 'Izhikevich model', 'Hodgkin-Huxley model', 'Regression', 'Scientific', 'Machine', 'Learning']",[]
"It has been more than 30 years since the enigmatic 21 μ𝜇\muitalic_μm emission feature was first discovered in protoplanetary nebulae (PPNs).
Although dozens of different dust carrier candidates have been proposed, there is as yet no widely accepted one.
We present the results of molecular observations toward 21 μ𝜇\muitalic_μm objects using the 10 m Submillimeter Telescope of Arizona Radio Observatory at the 1.3 mm band
and the 13.7 m telescope of Purple Mountain Observatory at the 3 mm band,
aiming to investigate whether the gas-phase environments of these unusual sources have some peculiarities compared to normal PPNs.
We detect 31 emission lines belonging to seven different molecular species, most of which are the first detection in 21 μ𝜇\muitalic_μm PPNs.
The observations provide clues on the identification of the 21 μ𝜇\muitalic_μm feature.
We report a correlation study between the fractional abundance of gas-phase molecules and the strengths of the 21 μ𝜇\muitalic_μm emission.
Our study shows that given the small sample size, the 21 μ𝜇\muitalic_μm feature has weak or no correlations with the gas-phase molecules.
Future radio observations of high spatial and spectral resolution toward a large sample are desirable to elucidate the 21 μ𝜇\muitalic_μm emission phenomena.","['21\u2009μ𝜇\\muitalic_μm feature —', 'ISM: molecules — circumstellar matter —', 'Line: identification —', 'Circumstellar envelopes']",['China']
