abstract,keywords,country
"We describe QGLAB, a new MATLAB package for analyzing partial differential equations on quantum graphs. The software is built on the existing, object-oriented MATLAB directed-graph class, inheriting its structure and adding additional easy-to-use features. The package allows one to construct a quantum graph and accurately compute the spectrum of elliptic operators, solutions to Poisson problems, the linear and nonlinear time evolution of a variety of PDEs, the continuation of branches of steady states (including locating and switching branches at bifurcations) and more. It uses a unified framework to implement finite-difference and Chebyshev discretizations of differential operators on a quantum graph. For simplicity, the package overloads many built-in MATLAB functions to work on the class.",[],[]
"Neurological conditions are a major source of movement disorders. Motion modelling and variability analysis have the potential to identify pathology but require profound data. We introduce a systematic dataset of 3D center-out task-space trajectories of human hand transport movements in a natural setting. The transport tasks of this study consist of grasping a cylindric object from a unified start position and transporting it to one of nine target locations in unconstrained operational space. The measurement procedure is automatized to record ten trials per target location. With that, the dataset consists of 90 movement trajectories for each hand of 31 participants without known movement disorders. The participants are aged between 21 and 78 years, covering a wide range. Data are recorded redundantly by both an optical tracking system and an IMU sensor. As opposed to the stationary capturing system, the IMU can be considered as a portable, low-cost and energy-efficient alternative to be implemented on embedded systems.",[],['Germany']
,[],[]
"We study a class of time-dependent backgrounds in string theory which consist of marginal deformations of minimal strings on AdS33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT. For such backgrounds, we compute the three-point amplitudes and analyze their properties.",[],[]
"The Photometric objects Around Cosmic webs (PAC) approach developed in Xu et al. (2022b) has the advantage of making full use of spectroscopic and deeper photometric surveys. With the merits of PAC, the excess surface density n¯2⁢wpsubscript¯𝑛2subscript𝑤p\bar{n}_{2}w_{{\rm{p}}}over¯ start_ARG italic_n end_ARG start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_w start_POSTSUBSCRIPT roman_p end_POSTSUBSCRIPT of neighboring galaxies can be measured down to stellar mass 1010.80⁢M⊙superscript1010.80subscript𝑀direct-product10^{10.80}\,M_{\odot}10 start_POSTSUPERSCRIPT 10.80 end_POSTSUPERSCRIPT italic_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT around quasars at redshift 0.8<zs<1.00.8subscript𝑧s1.00.8<z_{\rm{s}}<1.00.8 < italic_z start_POSTSUBSCRIPT roman_s end_POSTSUBSCRIPT < 1.0, with the data from the Sloan Digital Sky Survey IV (SDSS-IV) extended Baryon Oscillation Spectroscopic Survey (eBOSS) and the Dark Energy Spectroscopic Instrument (DESI) Legacy Imaging Surveys. We find that n¯2⁢wpsubscript¯𝑛2subscript𝑤p\bar{n}_{2}w_{{\rm{p}}}over¯ start_ARG italic_n end_ARG start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_w start_POSTSUBSCRIPT roman_p end_POSTSUBSCRIPT generally increases quite steeply with the decrease of the separation. Using subhalo abundance matching method, we can accurately model the n¯2⁢wpsubscript¯𝑛2subscript𝑤p\bar{n}_{2}w_{{\rm{p}}}over¯ start_ARG italic_n end_ARG start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_w start_POSTSUBSCRIPT roman_p end_POSTSUBSCRIPT both on small and large scales. We show that the steep increase of the n¯2⁢wpsubscript¯𝑛2subscript𝑤p\bar{n}_{2}w_{{\rm{p}}}over¯ start_ARG italic_n end_ARG start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_w start_POSTSUBSCRIPT roman_p end_POSTSUBSCRIPT towards the quasars requires that a large fraction fsate=0.29−0.06+0.05subscript𝑓satesuperscriptsubscript0.290.060.05f_{\mathrm{sate}}=0.29_{-0.06}^{+0.05}italic_f start_POSTSUBSCRIPT roman_sate end_POSTSUBSCRIPT = 0.29 start_POSTSUBSCRIPT - 0.06 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT + 0.05 end_POSTSUPERSCRIPT of quasars should be satellites in massive halos, and find that this fraction measurement is insensitive to the assumptions of our modeling. This high satellite fraction indicates that the subhalos have nearly the same probability to host quasars as the halos for the same (infall) halo mass, and the large scale environment has negligible effect on the quasar activity. We show that even with this high satellite fraction, each massive halo on average does not host more than one satellite quasar due to the sparsity of quasars.","['AGN host galaxies(2017) —', 'Stellar mass function(1612) —', 'Quasars(1319) —', 'Active galaxies(17)']",['China']
"In this study, we introduce the first-of-its-kind class of tests for detecting change points in the distribution of a sequence of independent matrix-valued random variables. The tests are constructed using the weighted square integral difference of the empirical orthogonal Hankel transforms. The test statistics have a convenient closed-form expression, making them easy to implement in practice. We present their limiting properties and demonstrate their quality through an extensive simulation study. We utilize these tests for change point detection in cryptocurrency markets to showcase their practical use. The detection of change points in this context can have various applications in constructing and analyzing novel trading systems.",[],[]
"Let T𝑇Titalic_T be the Koopman operator of a measure preserving transformation θ𝜃\thetaitalic_θ of a probability
space (X,Σ,μ)𝑋Σ𝜇(X,\Sigma,\mu)( italic_X , roman_Σ , italic_μ ). We study the convergence properties of the averages
Mn⁢f:=1n⁢∑k=0n−1Tk⁢fassignsubscript𝑀𝑛𝑓1𝑛superscriptsubscript𝑘0𝑛1superscript𝑇𝑘𝑓M_{n}f:=\frac{1}{n}\sum_{k=0}^{n-1}T^{k}fitalic_M start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT italic_f := divide start_ARG 1 end_ARG start_ARG italic_n end_ARG ∑ start_POSTSUBSCRIPT italic_k = 0 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_n - 1 end_POSTSUPERSCRIPT italic_T start_POSTSUPERSCRIPT italic_k end_POSTSUPERSCRIPT italic_f when f∈Lr⁢(μ)𝑓superscript𝐿𝑟𝜇f\in L^{r}(\mu)italic_f ∈ italic_L start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( italic_μ ), 0<r<10𝑟10<r<10 < italic_r < 1. We prove that if
∫|Mn⁢f|r⁢𝑑μ→0→superscriptsubscript𝑀𝑛𝑓𝑟differential-d𝜇0\int|M_{n}f|^{r}d\mu\to 0∫ | italic_M start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT italic_f | start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT italic_d italic_μ → 0, then f∈(I−T)⁢Lr¯𝑓¯𝐼𝑇superscript𝐿𝑟f\in\overline{(I-T)L^{r}}italic_f ∈ over¯ start_ARG ( italic_I - italic_T ) italic_L start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT end_ARG, and show that the converse
fails whenever θ𝜃\thetaitalic_θ is ergodic aperiodic. When θ𝜃\thetaitalic_θ is invertible ergodic aperiodic,
we show that for 0<r<10𝑟10<r<10 < italic_r < 1 there exists fr∈(I−T)⁢Lrsubscript𝑓𝑟𝐼𝑇superscript𝐿𝑟f_{r}\in(I-T)L^{r}italic_f start_POSTSUBSCRIPT italic_r end_POSTSUBSCRIPT ∈ ( italic_I - italic_T ) italic_L start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT for which Mn⁢frsubscript𝑀𝑛subscript𝑓𝑟M_{n}f_{r}italic_M start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT italic_f start_POSTSUBSCRIPT italic_r end_POSTSUBSCRIPT does not converge a.e. (although ∫|Mn⁢f|r⁢𝑑μ→0→superscriptsubscript𝑀𝑛𝑓𝑟differential-d𝜇0\int|M_{n}f|^{r}d\mu\to 0∫ | italic_M start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT italic_f | start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT italic_d italic_μ → 0). We further establish that for 1≤p<1r,1𝑝1𝑟1\leq p<\frac{1}{r},1 ≤ italic_p < divide start_ARG 1 end_ARG start_ARG italic_r end_ARG , there is a dense Gδsubscript𝐺𝛿G_{\delta}italic_G start_POSTSUBSCRIPT italic_δ end_POSTSUBSCRIPT subset
ℱ⊂Lp⁢(X,μ)ℱsuperscript𝐿𝑝𝑋𝜇{\mathcal{F}}\subset L^{p}(X,\mu)caligraphic_F ⊂ italic_L start_POSTSUPERSCRIPT italic_p end_POSTSUPERSCRIPT ( italic_X , italic_μ ) such that lim supn|Tn⁢h|nr=∞subscriptlimit-supremum𝑛superscript𝑇𝑛ℎsuperscript𝑛𝑟\limsup_{n}\frac{|T^{n}h|}{n^{r}}=\inftylim sup start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT divide start_ARG | italic_T start_POSTSUPERSCRIPT italic_n end_POSTSUPERSCRIPT italic_h | end_ARG start_ARG italic_n start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT end_ARG = ∞ a.e.
for any h∈ℱℎℱh\in{\mathcal{F}}italic_h ∈ caligraphic_F.
When T𝑇Titalic_T is induced by an irrational rotation of 𝕋𝕋\mathbb{T}blackboard_T, the Hardy spaces Hr⁢(𝕋)superscript𝐻𝑟𝕋H^{r}(\mathbb{T})italic_H start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( blackboard_T )
are T𝑇Titalic_T-invariant. For 0<r<10𝑟10<r<10 < italic_r < 1, we prove that
Hr⁢(𝕋)={c⁢o⁢n⁢s⁢t⁢a⁢n⁢t⁢s}⊕(I−T)⁢Hr⁢(𝕋)¯superscript𝐻𝑟𝕋direct-sum𝑐𝑜𝑛𝑠𝑡𝑎𝑛𝑡𝑠¯𝐼𝑇superscript𝐻𝑟𝕋H^{r}(\mathbb{T})=\{constants\}\oplus\overline{(I-T)H^{r}(\mathbb{T})}italic_H start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( blackboard_T ) = { italic_c italic_o italic_n italic_s italic_t italic_a italic_n italic_t italic_s } ⊕ over¯ start_ARG ( italic_I - italic_T ) italic_H start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( blackboard_T ) end_ARG, and
∫|Mn⁢f|r⁢𝑑μ→0→superscriptsubscript𝑀𝑛𝑓𝑟differential-d𝜇0\int|M_{n}f|^{r}d\mu\to 0∫ | italic_M start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT italic_f | start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT italic_d italic_μ → 0 for f∈(I−T)⁢Hr⁢(𝕋)¯𝑓¯𝐼𝑇superscript𝐻𝑟𝕋f\in\overline{(I-T)H^{r}(\mathbb{T})}italic_f ∈ over¯ start_ARG ( italic_I - italic_T ) italic_H start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( blackboard_T ) end_ARG. However, there exists
f∈(I−T)⁢Hr⁢(𝕋)𝑓𝐼𝑇superscript𝐻𝑟𝕋f\in(I-T)H^{r}(\mathbb{T})italic_f ∈ ( italic_I - italic_T ) italic_H start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( blackboard_T ) such that Mn⁢fsubscript𝑀𝑛𝑓M_{n}fitalic_M start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT italic_f does not converge a.e.","['ergodic theorem', 'measure preserving transformations', 'non-integrable functions', 'Lr\u2062(μ)superscript𝐿𝑟𝜇L^{r}(\\mu)italic_L start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( italic_μ ) with 0<r<10𝑟10<r<10 < italic_r < 1', 'circle rotations', 'Hardy spaces', 'Hr\u2062(𝕋)superscript𝐻𝑟𝕋H^{r}(\\mathbb{T})italic_H start_POSTSUPERSCRIPT italic_r end_POSTSUPERSCRIPT ( blackboard_T )']",[]
"Introduction Modelling of relative treatment effects is an important aspect to consider when extrapolating the long-term survival outcomes of treatments. Flexible parametric models offer the ability to accurately model the observed data, however, the extrapolated relative treatment effects and subsequent survival function may lack face validity. Methods We investigate the ability of change-point survival models to estimate changes in the relative treatment effects, specifically treatment delay, loss of treatment effects and converging hazards. These models are implemented using standard Bayesian statistical software and propagate the uncertainty associate with all model parameters including the change-point location. A simulation study was conducted to assess the predictive performance of these models compared with other parametric survival models. Change-point survival models were applied to three datasets, two of which were used in previous health technology assessments. Results Change-point survival models typically provided improved extrapolated survival predictions, particularly when the changes in relative treatment effects are large. When applied to the real world examples they provided good fit to the observed data while and in some situations produced more clinically plausible extrapolations than those generated by flexible spline models. Change-point models also provided support to a previously implemented modelling approach which was justified by visual inspection only and not goodness of fit to the observed data. Conclusions We believe change-point survival models offer the ability to flexibly model observed data while also modelling and investigating clinically plausible scenarios with respect to the relative treatment effects.",[],[]
"Decision making in modern stochastic systems, including e-commerce platforms, financial markets, and healthcare systems, has evolved into a multifaceted process that involves information acquisition and adaptive information sources. This paper initiates a study on this integrated process, where these elements are not only fundamental but also interact in a complex and dynamically intertwined manner.
We introduce a relatively simple model, which, however, captures the novel elements we consider. Specifically, a decision maker (DM) can choose between an established product A𝐴Aitalic_A with a known value and a new product B𝐵Bitalic_B with an unknown value. The DM can observe signals about the unknown value of product B𝐵Bitalic_B and can also opt to exchange it for product A𝐴Aitalic_A if B𝐵Bitalic_B is initially chosen. Mathematically, the model gives rise to a sequential optimal stopping problem with two different informational regimes (before and after buying product B𝐵Bitalic_B), differentiated by the initial, coarser signal and the subsequent, finer one. We analyze the underlying problems using predominantly viscosity solution techniques, differing from the existing literature on information acquisition which is based on traditional optimal stopping techniques. Additionally, our modeling approach offers a novel framework for developing more complex interactions among decisions, information sources, and information costs through a sequence of nested obstacles.",[],[]
"In this paper we study a natural generalization of symplectic toric manifolds in the context of regular Poisson manifolds of compact types. To be more precise, we consider a class of multiplicity-free Hamiltonian actions by regular proper symplectic groupoids that we call faithful. Given such a groupoid, we classify its faithful multiplicity-free Hamiltonian actions in terms of what we call Delzant subspaces of its orbit space –
certain ‘suborbifolds with corners’ satisfying the Delzant condition relative to the integral affine orbifold structure of the orbit space. This encompasses both the classification of symplectic toric manifolds (due to Delzant) in terms of Delzant polytopes
and the classification of proper Lagrangian fibrations over an integral affine base manifold (due to Duistermaat) in terms of a sheaf cohomology group. Each Delzant subspace comes with an orbifold version of this cohomology, the degree one part of which classifies faithful multiplicity-free Hamiltonian actions with momentum map image equal to the Delzant subspace, provided there exists such an action. The obstruction to existence is encoded by a degree two class in this cohomology: the Lagrangian Dixmier-Douady class. In addition to the above, we introduce another invariant, which leads to a variation of our classification result involving only classical sheaf cohomology and the group cohomology of certain modules for the isotropy groups of the groupoid.",[],[]
,[],[]
"In this paper we investigate the problem of the distributivity of Kurepa trees. We show that it is consistent that there are Kurepa trees and for every Kurepa tree there is a small forcing notion which adds a branch to it without collapsing cardinals. On the other hand, we derive a proper forcing notion for making an arbitrary Kurepa tree into a non-distributive tree without collapsing ℵ1subscriptℵ1\aleph_{1}roman_ℵ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT and ℵ2subscriptℵ2\aleph_{2}roman_ℵ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT.",[],[]
,[],[]
"In this paper, we consider exact WKB analysis to a 𝒫⁢𝒯𝒫𝒯{\cal PT}caligraphic_P caligraphic_T symmetric quantum mechanics defined by the potential, V⁢(x)=ω2⁢x2+g⁢x2⁢(i⁢x)ε=2𝑉𝑥superscript𝜔2superscript𝑥2𝑔superscript𝑥2superscript𝑖𝑥𝜀2V(x)=\omega^{2}x^{2}+gx^{2}(ix)^{\varepsilon=2}italic_V ( italic_x ) = italic_ω start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT italic_x start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT + italic_g italic_x start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT ( italic_i italic_x ) start_POSTSUPERSCRIPT italic_ε = 2 end_POSTSUPERSCRIPT with ω∈ℝ≥0𝜔subscriptℝabsent0\omega\in{\mathbb{R}}_{\geq 0}italic_ω ∈ blackboard_R start_POSTSUBSCRIPT ≥ 0 end_POSTSUBSCRIPT, g∈ℝ>0𝑔subscriptℝabsent0g\in{\mathbb{R}}_{>0}italic_g ∈ blackboard_R start_POSTSUBSCRIPT > 0 end_POSTSUBSCRIPT.
We in particular aim to verify a conjecture proposed by Ai-Bender-Sarkar (ABS),
that pertains to a relation between D𝐷Ditalic_D-dimensional 𝒫⁢𝒯𝒫𝒯{\cal PT}caligraphic_P caligraphic_T-symmetric theories and analytic continuation (AC) of Hermitian theories concerning the energy spectrum or Euclidean partition function.
For the purpose, we construct energy quantization conditions by exact WKB analysis and write down their transseries solution by solving the conditions.
By performing alien calculus to the energy solutions, we verify validity of the ABS conjecture and seek a possibility of its alternative form by Borel resummation theory if it is violated.
Our results claim that the validity of the ABS conjecture drastically changes depending on whether ω>0𝜔0\omega>0italic_ω > 0 or ω=0𝜔0\omega=0italic_ω = 0: If ω>0𝜔0{\omega}>0italic_ω > 0, then the ABS conjecture is violated when exceeding the semi-classical level, but its alternative form is constructable by Borel resummation theory.
The 𝒫⁢𝒯𝒫𝒯{\cal PT}caligraphic_P caligraphic_T and the AC energies are related to each other by a one-parameter Stokes automorphism, and a median resummed form, which corresponds to a formal exact solution, of the AC energy (resp. 𝒫⁢𝒯𝒫𝒯{\cal PT}caligraphic_P caligraphic_T energy) is directly obtained by acting Borel resummation to a transseries solution of the 𝒫⁢𝒯𝒫𝒯{\cal PT}caligraphic_P caligraphic_T energy (resp. AC energy).
If ω=0𝜔0\omega=0italic_ω = 0, then, with respect to the inverse energy level-expansion, not only perturbative/non-perturbative structures of the 𝒫⁢𝒯𝒫𝒯{\cal PT}caligraphic_P caligraphic_T and the AC energies but also their perturbative parts do not match with each other.
These energies are independent solutions, and no alternative form of the ABS conjecture can be reformulated by Borel resummation theory.",[],[]
"We propose a semi-supervised text classifier based on self-training using one positive and one negative property of neural networks. One of the weaknesses of self-training is the semantic drift problem, where noisy pseudo-labels accumulate over iterations and consequently the error rate soars. In order to tackle this challenge, we reshape the role of pseudo-labels and create a hierarchical order of information. In addition, a crucial step in self-training is to use the classifier confidence prediction to select the best candidate pseudo-labels. This step cannot be efficiently done by neural networks, because it is known that their output is poorly calibrated. To overcome this challenge, we propose a hybrid metric to replace the plain confidence measurement. Our metric takes into account the prediction uncertainty via a subsampling technique. We evaluate our model in a set of five standard benchmarks, and show that it significantly outperforms a set of ten diverse baseline models. Furthermore, we show that the improvement achieved by our model is additive to language model pretraining, which is a widely used technique for using unlabeled documents. Our code is available at https://github.com/p-karisani/RST.",[],[]
"A wide range of implicit time integration methods, including multi-step, implicit
Runge-Kutta, and Galerkin finite-time element schemes, is evaluated in the context
of chaotic dynamical systems. The schemes are applied to solve the Lorenz equations,
the equation of motion of a Duffing oscillator, and the Kuramoto-Sivashinsky system,
with the goal of finding the most computationally efficient method that
results in the least expensive model for a chosen level of accuracy. It is found
that the quasi-period of a chaotic system strongly limits the
time-step size that can be used in the simulations, and all schemes fail
once the time-step size reaches a significant fraction of that period. In these conditions,
the computational cost per time-step becomes one of the most important factors
determining the efficiency of the schemes. The cheaper, second-order schemes
are shown to have an advantage over the higher-order schemes at large time-step sizes, with one
possible exception being the fourth-order continuous Galerkin scheme. The higher-order schemes become more efficient than the lower-order schemes as accuracy requirements tighten. If going
beyond the second-order is necessary for reasons other than computational
efficiency, the fourth-order methods are shown to perform better than the third-order
ones at all time-step sizes.",[],[]
"Bayesian inference provides a rigorous framework to encapsulate our knowledge and uncertainty
regarding various physical quantities in a well-defined and self-contained manner. Utilising modern
tools, such Bayesian models can be constructed with a remarkable flexibility, leaving us totally free
to carefully choose which assumption should be strictly enforced and which should on the contrary
be relaxed. The practical evaluation of these assumptions, together with the data-driven selection
or averaging of models, also appears in a very natural way.
In this presentation, I discuss its application in the context of lattice QCD and its common
statistical problems. As a concrete illustration, I present a few parametric and non-parametric
hierarchical models applied to actual correlator data, from single exponential fits to spectral functions.",[],[]
"We study the completion of approximately low rank matrices with entries missing not at random (MNAR). In the context of typical large-dimensional statistical settings, we establish a framework for the performance analysis of the nuclear norm minimization (ℓ1*superscriptsubscriptℓ1\ell_{1}^{*}roman_ℓ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT * end_POSTSUPERSCRIPT) algorithm. Our framework produces exact estimates of the worst-case residual root mean squared error (RMSE) and the associated phase transitions (PT), with both exhibiting remarkably simple characterizations. Our results enable to precisely quantify the impact of key system parameters, including data heterogeneity, size of the missing block, and deviation from ideal low rankness, on the accuracy of ℓ1*superscriptsubscriptℓ1\ell_{1}^{*}roman_ℓ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT * end_POSTSUPERSCRIPT-based matrix completion. To validate our theoretical worst-case RMSE estimates, we conduct numerical simulations, demonstrating close agreement with their numerical counterparts.","['62B10', '94A16', '62D10', 'Matrix', 'Completion', 'Approximately low rank', 'Phase transitions', 'Nuclear norm']",[]
"Large Language Models (LLMs), particularly those similar to ChatGPT, have significantly influenced the field of Natural Language Processing (NLP). While these models excel in general language tasks, their performance in domain-specific downstream tasks such as biomedical and clinical Named Entity Recognition (NER), Relation Extraction (RE), and Medical Natural Language Inference (NLI) is still evolving. In this context, our study investigates the potential of instruction tuning for biomedical language processing, applying this technique to two general LLMs of substantial scale. We present a comprehensive, instruction-based model trained on a dataset that consists of approximately 200,000200000200,000200 , 000 instruction-focused samples. This dataset represents a carefully curated compilation of existing data, meticulously adapted and reformatted to align with the specific requirements of our instruction-based tasks. This initiative represents an important step in utilising such models to achieve results on par with specialised encoder-only models like BioBERT and BioClinicalBERT for various classical biomedical NLP tasks. Our work includes an analysis of the dataset’s composition and its impact on model performance, providing insights into the intricacies of instruction tuning. By sharing our codes, models, and the distinctively assembled instruction-based dataset, we seek to encourage ongoing research and development in this area.",[],[]
,[],[]
,[],[]
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Ut purus elit,
vestibulum ut, placerat ac, adipiscing vitae, felis. Curabitur dictum
gravida mauris. Nam arcu libero, nonummy eget, consectetuer id,
vulputate a, magna. Donec vehicula augue eu neque. Pellentesque habitant
morbi tristique senectus et netus et malesuada fames ac turpis egestas.
Mauris ut leo. Cras viverra metus rhoncus sem. Nulla et lectus
vestibulum urna fringilla ultrices. Phasellus eu tellus sit amet tortor
gravida placerat. Integer sapien est, iaculis in, pretium quis, viverra
ac, nunc. Praesent eget sem vel leo ultrices bibendum. Aenean faucibus.
Morbi dolor nulla, malesuada eu, pulvinar at, mollis ac, nulla.
Curabitur auctor semper nulla. Donec varius orci eget risus. Duis nibh
mi, congue eu, accumsan eleifend, sagittis quis, diam. Duis eget orci
sit amet orci dignissim rutrum.",[],[]
"In the arena of privacy-preserving machine learning, differentially private stochastic gradient descent (DP-SGD) has outstripped the objective perturbation mechanism in popularity and interest. Though unrivaled in versatility, DP-SGD requires a non-trivial privacy overhead (for privately tuning the model’s hyperparameters) and a computational complexity which might be extravagant for simple models such as linear and logistic regression. This paper revamps the objective perturbation mechanism with tighter privacy analyses and new computational tools that boost it to perform competitively with DP-SGD on unconstrained convex generalized linear problems.",[],[]
"For a semibounded sesquilinear form 𝔱𝔱{\mathfrak{t}}fraktur_t in a Hilbert space ℌℌ{\mathfrak{H}}fraktur_H
there exists a representing map Q𝑄Qitalic_Q from ℌℌ{\mathfrak{H}}fraktur_H to another Hilbert space 𝔎𝔎{\mathfrak{K}}fraktur_K,
such that 𝔱⁢[φ,ψ]−c⁢(φ,ψ)=(Q⁢φ,Q⁢ψ)𝔱𝜑𝜓𝑐𝜑𝜓𝑄𝜑𝑄𝜓{\mathfrak{t}}[\varphi,\psi]-c(\varphi,\psi)\!=\!(Q\varphi,Q\psi)fraktur_t [ italic_φ , italic_ψ ] - italic_c ( italic_φ , italic_ψ ) = ( italic_Q italic_φ , italic_Q italic_ψ ),
φ,ψ∈dom⁢𝔱𝜑𝜓dom𝔱\varphi,\psi\in{\rm dom\,}{\mathfrak{t}}italic_φ , italic_ψ ∈ roman_dom fraktur_t, with c∈ℝ𝑐ℝc\in{\mathbb{R}}italic_c ∈ blackboard_R a lower bound of 𝔱𝔱{\mathfrak{t}}fraktur_t.
Representing maps offer a simplifying tool to study general semibounded forms.
By means of representing maps closedness, closability, and singularity of 𝔱𝔱{\mathfrak{t}}fraktur_t
are immediately translated into the corresponding properties of the operator Q𝑄Qitalic_Q, and vice versa.
Also properties of sum decompositions 𝔱=𝔱1+𝔱2𝔱subscript𝔱1subscript𝔱2{\mathfrak{t}}={\mathfrak{t}}_{1}+{\mathfrak{t}}_{2}fraktur_t = fraktur_t start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT + fraktur_t start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT of
a nonnegative form 𝔱𝔱{\mathfrak{t}}fraktur_t with two other nonnegative forms 𝔱1subscript𝔱1{\mathfrak{t}}_{1}fraktur_t start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT and 𝔱2subscript𝔱2{\mathfrak{t}}_{2}fraktur_t start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT in ℌℌ{\mathfrak{H}}fraktur_H
can be analyzed by means of associated nonnegative contractions K∈𝐁⁢(𝔎)𝐾𝐁𝔎K\in{\mathbf{B}}({\mathfrak{K}})italic_K ∈ bold_B ( fraktur_K ).
This helps, for instance, to establish an explicit operator theoretic characterization
for the summands 𝔱1subscript𝔱1{\mathfrak{t}}_{1}fraktur_t start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT and 𝔱2subscript𝔱2{\mathfrak{t}}_{2}fraktur_t start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT to be, or not to be, mutually singular.
Such sum decompositions are used to study characteristic properties of the so-called Lebesgue type
decompositions of semibounded forms 𝔱𝔱{\mathfrak{t}}fraktur_t, where 𝔱1subscript𝔱1{\mathfrak{t}}_{1}fraktur_t start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT is closable and 𝔱2subscript𝔱2{\mathfrak{t}}_{2}fraktur_t start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT singular;
in particular, this includes the Lebesgue decomposition of a semibounded form due to B. Simon.
Furthermore, for a semibounded form 𝔱𝔱{\mathfrak{t}}fraktur_t with its representing map Q𝑄Qitalic_Q
it will be shown that the corresponding semibounded selfadjoint relation Q*⁢Q**+csuperscript𝑄superscript𝑄absent𝑐Q^{*}Q^{**}+citalic_Q start_POSTSUPERSCRIPT * end_POSTSUPERSCRIPT italic_Q start_POSTSUPERSCRIPT * * end_POSTSUPERSCRIPT + italic_c
is uniquely determined by a limit version of the classical representation theorem for the form 𝔱𝔱{\mathfrak{t}}fraktur_t,
being studied by W. Arendt and T. ter Elst in a sectorial context.
Via representing maps a full treatment is given of the convergence of monotone
sequences of semibounded forms.","['Semibounded form', 'closability', 'singularity', 'Lebesgue type decompositions of forms', 'representing map', 'representation theorem']",[]
"We provide a step towards classifying Riemannian four-manifolds in which the curvature tensor has zero
divergence, or – equivalently – the Ricci tensor Ric satisfies the
Codazzi equation. Every known compact manifold of this type belongs to one
of five otherwise-familiar classes of examples. The main result
consists in showing that, if such a manifold (not necessarily compact or even
complete) lies outside of the five classes – a non-vacuous assumption –
then, at all points of a dense open subset, Ric has four distinct eigenvalues,
while suitable local coordinates simultaneously diagonalize Ric, the metric
and, in a natural sense, also the curvature tensor. Furthermore,
in a local orthonormal frame formed by Ricci eigenvectors, the connection form
(or, curvature tensor) has just twelve (or, respectively, six)
possibly-nonzero components, which together satisfy a specific system, not
depending on the point, of homogeneous polynomial equations. A part of the
classification problem is thus reduced to a question in real algebraic
geometry.","['harmonic curvature', 'Codazzi tensor']",[]
"Non-relativistic quantum mechanical scattering from an inverse square
potential in two spatial dimensions leads to a novel representation
of the Bernoulli numbers.",[],[]
,[],[]
